GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
THEFT                         ,Theft: All Other Larceny,02/22/2014 12:00:00 AM,2211 DEADWOOD DR                                                                                    ,02/24/2014 12:00:00 AM,78744.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",05/02/2014 12:00:00 AM,3705 DEER LN                                                                                        ,05/13/2014 12:00:00 AM,78749.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,10/01/2014 12:00:00 AM,801 W 24TH ST                                                                                       ,10/02/2014 12:00:00 AM,78705.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/23/2014 12:00:00 AM,1904 MILES AVE                                                                                      ,06/25/2014 12:00:00 AM,78745.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,02/06/2014 12:00:00 AM,13201 N FM 620 RD NB                                                                                ,02/10/2014 12:00:00 AM,78729.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/31/2014 12:00:00 AM,6211 MARIGOLD TER                                                                                   ,11/03/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,08/26/2014 12:00:00 AM,11200 LAKELINE MALL DR                                                                              ,09/30/2014 12:00:00 AM,78613.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",02/23/2014 12:00:00 AM,4603 SHOAL CREEK BLVD                                                                               ,03/17/2014 12:00:00 AM,78756.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/03/2014 12:00:00 AM,8912 N LAMAR BLVD                                                                                   ,01/08/2014 12:00:00 AM,78758.0
AUTO THEFT                    ,Auto Theft,03/04/2014 12:00:00 AM,8800 N IH 35 SVRD SB                                                                                ,03/04/2014 12:00:00 AM,78753.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,02/10/2014 12:00:00 AM,101 COLORADO ST                                                                                     ,02/11/2014 12:00:00 AM,78701.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",01/21/2014 12:00:00 AM,501 E STASSNEY LN                                                                                   ,04/21/2014 12:00:00 AM,78745.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",11/05/2014 12:00:00 AM,1160 NICKOLS AVE                                                                                    ,11/25/2014 12:00:00 AM,78721.0
ROBBERY BY ASSAULT            ,Robbery,10/28/2014 12:00:00 AM,6306 E RIVERSIDE DR                                                                                 ,11/05/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,03/28/2014 12:00:00 AM,6021 N IH 35 SVRD NB                                                                                ,03/28/2014 12:00:00 AM,78723.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",06/11/2014 12:00:00 AM,12520 N IH 35 SVRD SB                                                                               ,06/26/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,04/12/2014 12:00:00 AM,601 ATTAYAC ST                                                                                      ,04/21/2014 12:00:00 AM,78702.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/20/2014 12:00:00 AM,1917 MANOR RD                                                                                       ,11/28/2014 12:00:00 AM,78722.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/01/2014 12:00:00 AM,6902 DEEP CIR                                                                                       ,06/04/2014 12:00:00 AM,78744.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",10/17/2014 12:00:00 AM,12435 DESSAU RD                                                                                     ,10/23/2014 12:00:00 AM,78754.0
THEFT OF METAL                ,Theft: All Other Larceny,01/06/2014 12:00:00 AM,900 E BRAKER LN                                                                                     ,01/07/2014 12:00:00 AM,78753.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,04/05/2014 12:00:00 AM,4602 E STASSNEY LN                                                                                  ,04/06/2014 12:00:00 AM,78744.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",03/22/2014 12:00:00 AM,3407 LYONS RD                                                                                       ,04/22/2014 12:00:00 AM,78702.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",10/25/2014 12:00:00 AM,5510 S IH 35 SVRD SB                                                                                ,11/05/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/23/2014 12:00:00 AM,3211 FEATHERGRASS CT                                                                                ,07/24/2014 12:00:00 AM,78758.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",08/19/2014 12:00:00 AM,11701 METRIC BLVD                                                                                   ,09/01/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/25/2014 12:00:00 AM,2107 BLUE MEADOW DR                                                                                 ,02/03/2014 12:00:00 AM,78744.0
THEFT                         ,Theft: All Other Larceny,06/28/2014 12:00:00 AM,9106 N IH 35 NB                                                                                     ,12/04/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,09/09/2014 12:00:00 AM,13265 N US 183 HWY SVRD NB                                                                          ,10/22/2014 12:00:00 AM,78729.0
THEFT                         ,Theft: All Other Larceny,01/29/2014 12:00:00 AM,2300 W BEN WHITE BLVD WB                                                                            ,01/30/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/17/2014 12:00:00 AM,3208 STEVENSON AVE                                                                                  ,12/19/2014 12:00:00 AM,78703.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,11/29/2014 12:00:00 AM,4700 E RIVERSIDE DR                                                                                 ,11/30/2014 12:00:00 AM,78741.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",12/07/2014 12:00:00 AM,4600 ELMONT DR                                                                                      ,12/17/2014 12:00:00 AM,78741.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",07/19/2014 12:00:00 AM,1109 S PLEASANT VALLEY RD                                                                           ,08/27/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,06/16/2014 12:00:00 AM,4400 BLOCK STONY MEADOW LN                                                                          ,06/25/2014 12:00:00 AM,78731.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/15/2014 12:00:00 AM,E 5TH ST / WALLER ST                                                                                ,08/19/2014 12:00:00 AM,78702.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",04/02/2014 12:00:00 AM,4101 IDALIA DR                                                                                      ,05/16/2014 12:00:00 AM,78749.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",10/23/2014 12:00:00 AM,1705 CROSSING PL                                                                                    ,10/28/2014 12:00:00 AM,78741.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,09/05/2014 12:00:00 AM,2244 GUADALUPE ST                                                                                   ,10/15/2014 12:00:00 AM,78705.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",02/08/2014 12:00:00 AM,9722 GREAT HILLS TRL                                                                                ,02/18/2014 12:00:00 AM,78759.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/28/2014 12:00:00 AM,1088 PARK PLZ                                                                                       ,07/29/2014 12:00:00 AM,78753.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,07/19/2014 12:00:00 AM,1901 W ANDERSON LN                                                                                  ,07/23/2014 12:00:00 AM,78757.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",12/16/2014 12:00:00 AM,3004 BURLESON RD                                                                                    ,12/29/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,07/23/2014 12:00:00 AM,10515 N MOPAC EXPY NB                                                                               ,10/16/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/09/2014 12:00:00 AM,2525 BROCKTON DR                                                                                    ,01/13/2014 12:00:00 AM,78758.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",06/22/2014 12:00:00 AM,3533 FITZROY AVE                                                                                    ,06/26/2014 12:00:00 AM,78748.0
THEFT                         ,Theft: All Other Larceny,07/03/2014 12:00:00 AM,7712 E RIVERSIDE DR                                                                                 ,07/04/2014 12:00:00 AM,78744.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/27/2014 12:00:00 AM,1806 W RUNDBERG LN                                                                                  ,02/28/2014 12:00:00 AM,78758.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,03/14/2014 12:00:00 AM,1000 E 41ST ST                                                                                      ,05/20/2014 12:00:00 AM,78751.0
THEFT                         ,Theft: All Other Larceny,10/28/2014 12:00:00 AM,12900 N IH 35 SVRD NB                                                                               ,11/04/2014 12:00:00 AM,78753.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,10/15/2014 12:00:00 AM,7020 EASY WIND DR                                                                                   ,10/15/2014 12:00:00 AM,78757.0
